business_name,website,phone,address,status,mobile_score,rating,reviews,google_business_url,place_id,latitude,longitude,technologies,screenshot_url,logo_url,pdf_url,error_notes
Alchemist Coffee Lab,http://alchemistcoffeelab.com/,,"1306 N Wishon Ave, Fresno, CA 93728",green,61,4.8,226,https://maps.google.com/maps?cid=ChIJ923yTKVnlIAR2T1T1nfoQN0,ChIJ923yTKVnlIAR2T1T1nfoQN0,36.759503599999995,-119.80088719999999,[],,,, | Tech analysis: API key not configured
